NOME_SUBTIPO_DE_CURSOS,CODIGO_CURSO,CURSO,EIXO_TECNOLOGICO,MODALIDADE,CARGA_HORARIA_CURSO,SITUACAO_ATIVO,CODIGO_UNIDADE_DE_ENSINO,UNIDADE_DE_ENSINO,UF,CODIGO_MUNICIPIO,MUNICIPIO,INICIO,DESISTENCIA,QTDADE_ALUNOS
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,EAD,800,a,46705,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - UNIASSELVI - POLO DE APOIO PRESENCIAL DE AÇAILÂNDIA / MA,MA,2100055,Açailândia,2021,1,20
Técnico,73,Técnico em Informática,Informação e Comunicação,Educação Presencial,1200,t,46955,FACULDADE DESCOMPLICA  - campus principal,RJ,3304557,Rio de Janeiro,2021,1,20
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,EAD,800,t,46817,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - UNIASSELVI - POLO DE APOIO PRESENCIAL DE IMBITUBA/SC,SC,4207304,Imbituba,2021,1,20
Graduação,57,Marketing,Gestão e Negócios,Educação Presencial,800,t,46877,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE SÃO LEOPOLDO/RS,RS,4318705,São Leopoldo,2020,0,
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,a,46833,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE JUAZEIRO DO NORTE/CE,CE,2307304,Juazeiro do Norte,2021,1,10
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,EAD,800,t,46765,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE ALVORADA/RS,RS,4300604,Alvorada,2021,1,10
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46785,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI (UNIASSELVI) - Polo de Apoio Presencial de Campos Novos/SC,SC,4203600,Campos Novos,2022,0,60
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,EAD,800,t,46799,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE DIVINÓPOLIS/MG,MG,3122306,Divinópolis,2021,2,60
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,a,46836,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE LINHARES/ES,ES,3203205,Linhares,2021,5,30
Técnico,56,Técnico em Logística,Gestão e Negócios,Educação Presencial,800,a,50240,Centro Universitário Fametro ( Unifametro) - CAMPUS CARNEIRO DA CUNHA,CE,2304400,Fortaleza,2023,2,
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,a,46849,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE NOVA PRATA/RS,RS,4313300,Nova Prata,2024,0,20
Técnico,378734,TÉCNICO EM SERVIÇOS DE RESTAURANTE E BAR,"Turismo, Hospitalidade e Lazer",EAD,800,t,31179,Centro Universitário CEUNI FAMETRO - SEDE - CAMPUS MANAUS,AM,1302603,Manaus,2020,0,
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46855,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE PAROBÉ/RS,RS,4314050,Parobé,2021,1,20
Técnico,139,TÉCNICO EM DESIGN DE INTERIORES,Produção Cultural e Design,Educação Presencial,1200,a,50137,FACULDADE DE CIÊNCIAS HUMANAS ESUDA,PE,2611606,Recife,2022,2,30
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46882,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE SAPIRANGA/RS,RS,4319901,Sapiranga,2021,4,30
Graduação,50,ADMINISTRAÇÃO,Gestão e Negócios,Educação Presencial,800,a,50107,CLARETIANO - CENTRO UNIVERSITÁRIO - CLARETIANOBT -  SEDE BATATAIS,SP,3505906,Batatais,2024,0,30
Graduação,304427,DESENVOLVIMENTO DE SISTEMAS,Informação e Comunicação,EAD,1200,t,24885,UNIVERSIDADE CESUMAR (UNICESUMAR) - MARINGÁ,PR,4115200,Maringá,2021,1,40
Técnico,125,Técnico em Panificação,Produção Alimentícia,Educação Presencial,800,a,30845,UNIVERSIDADE METODISTA DE PIRACICABA - CAMPUS: CAMPUS - PIRACICABA - TAQUARAL,SP,3538709,Piracicaba,2023,1,20
Graduação,57,Marketing,Gestão e Negócios,Educação Presencial,800,t,47003,FACULDADE TRÊS MARIAS (FTM) - ITAPORANGA (POLO EAD),PB,2507002,Itaporanga,2020,0,60
Técnico,173,Técnico em Agronegócio,Recursos Naturais,Educação Presencial,1200,a,48835,FACULDADE AJES - AJES - Campus Principal,MT,5105150,Juína,2024,,20
Técnico,55,Técnico em Finanças,Gestão e Negócios,Educação Presencial,800,t,46818,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,SC,4207502,Indaial,2021,0,20
Graduação,50,ADMINISTRAÇÃO,Gestão e Negócios,Educação Presencial,800,a,48835,FACULDADE AJES - AJES - Campus Principal,MT,5105150,Juína,2023,0,20
Técnico,8,Técnico em Estética,Ambiente e Saúde,Educação Presencial,1200,t,46726,FACULDADE DOM ADÉLIO TOMASIM - FADAT - Campus Principal,CE,2311306,Quixadá,2021,0,30
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46816,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE IGREJINHA/RS,RS,4310108,Igrejinha,2021,0,50
Técnico,51,Técnico em Comércio,Gestão e Negócios,Educação Presencial,800,t,46921,Centro Universitário União das Américas Descomplica - UNIAMÉRICA - Campus Centro,PR,4108304,Foz do Iguaçu,2021,0,20
Técnico,232036,Técnico em Tradução e Interpretação de Libras,Desenvolvimento Educacional e Social,EAD,1200,t,50002,FACULDADE DE ENSINO SUPERIOR PELEGRINO CIPRIANI - FASPEC,MT,5103403,Cuiabá,2021,0,30
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46783,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE CAMPO BOM/RS,RS,4303905,Campo Bom,2021,3,20
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46824,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - UNIASSELVI - POLO DE APOIO PRESENCIAL DE ITAJUBÁ/MG,MG,3132404,Itajubá,2021,0,60
Técnico,76,Técnico em Programação de Jogos Digitais,Informação e Comunicação,Educação Presencial,1000,t,46451,CENTRO UNIVERSITÁRIO FAEL - UNIFAEL - CAMPUS LAPA BOQUEIRÃO,PR,4113205,Lapa,2021,2,
Graduação,9,Farmácia,Ambiente e Saúde,Educação Presencial,1200,t,31707,UNIVERSIDADE DO OESTE PAULISTA - CAMPUS: CAMPUS I  SEDE ADMINISTRATIVA PRESIDENTE PRUDENTE - CAMPUS REITORIA,SP,3541406,Presidente Prudente,2024,0,10
Técnico,56,Técnico em Logística,Gestão e Negócios,Educação Presencial,800,t,49947,FACULDADE ACESITA - FACESITA,MG,3168705,Timóteo,2021,0,20
Graduação,6,Enfermagem,Ambiente e Saúde,Educação Presencial,1200,a,25591,FACULDADE PITÁGORAS DE LINHARES - CAMPUS: UNIDADE SEDE,ES,3203205,Linhares,2023,1,30
Técnico,77,Técnico em Redes de Computadores,Informação e Comunicação,Educação Presencial,1000,t,25017,Centro Universitário de Excelência Eniac - ENIAC - ENDEREÇO SEDE,SP,3518800,Guarulhos,2021,1,40
Graduação,57,Marketing,Gestão e Negócios,Educação Presencial,800,t,46788,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE CANOAS/RS - UNIDADE 2,RS,4304606,Canoas,2020,1,20
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46871,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE SANTO ANTÔNIO DE JESUS/BA,BA,2928703,Santo Antônio de Jesus,2021,0,20
Técnico,378759,TÉCNICO EM PLANEJAMENTO E CONTROLE DA PRODUÇÃO,Produção Industrial,EAD,800,t,31239,FACULDADE DO NOROESTE DE MINAS - SEDE - POLO PARACATU,MG,3147006,Paracatu,2021,1,20
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,31591,Centro Universitário Funorte (UNIFUNORTE) - Unidade JK,MG,3143302,Montes Claros,2021,1,
Técnico,76,Técnico em Programação de Jogos Digitais,Informação e Comunicação,Educação Presencial,1000,t,25017,Centro Universitário de Excelência Eniac - ENIAC - ENDEREÇO SEDE,SP,3518800,Guarulhos,2021,1,10
Graduação,304427,DESENVOLVIMENTO DE SISTEMAS,Informação e Comunicação,EAD,1200,t,46955,FACULDADE DESCOMPLICA  - campus principal,RJ,3304557,Rio de Janeiro,2022,0,10
Graduação,57,Marketing,Gestão e Negócios,EAD,800,t,46873,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE SÃO BENTO DO SUL/SC,SC,4215802,São Bento do Sul,2020,1,60
Técnico,62,Técnico em Condomínio,Gestão e Negócios,Educação Presencial,800,t,47098,CENTRO UNIVERSITÁRIO INTERNACIONAL UNINTER - PAP CURITIBA 05,PR,4106902,Curitiba,2021,1,60
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,EAD,800,t,46786,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE CANELA/RS,RS,4304408,Canela,2021,0,30
Graduação,57,Marketing,Gestão e Negócios,Educação Presencial,800,t,46840,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE MANACAPURU/AM,AM,1302504,Manacapuru,2020,2,
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46821,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE IRANDUBA/AM,AM,1301852,Iranduba,2021,5,20
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46792,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI (UNIASSELVI) - Polo de Apoio Presencial de Catalão/GO,GO,5205109,Catalão,2021,2,50
Graduação,57,Marketing,Gestão e Negócios,Educação Presencial,800,t,46779,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE CABO FRIO/RJ,RJ,3300704,Cabo Frio,2020,0,20
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,31508,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL - PAULO AFONSO/BA - UNIDADE PAULO AFONSO,BA,2924009,Paulo Afonso,2021,0,30
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46883,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE SAPUCAIA DO SUL/RS,RS,4320008,Sapucaia do Sul,2021,1,40
Técnico,32,Técnico em Multimeios Didáticos,Desenvolvimento Educacional e Social,Educação Presencial,1200,t,47003,FACULDADE TRÊS MARIAS (FTM) - ITAPORANGA (POLO EAD),PB,2507002,Itaporanga,2021,2,20
Graduação,50,ADMINISTRAÇÃO,Gestão e Negócios,Educação Presencial,800,t,24284,CENTRO UNIVERSITÁRIO UNIFTEC - CAMPUS: UNIDADE SEDE,RS,4305108,Caxias do Sul,2022,4,30
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46820,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - UNIASSELVI - POLO DE APOIO PRESENCIAL DE IPU/CE,CE,2305803,Ipu,2021,0,40
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,31532,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - Polo de Apoio Presencial de Passo Fundo/RS,RS,4314100,Passo Fundo,2020,1,60
Técnico,51,Técnico em Comércio,Gestão e Negócios,EAD,800,t,46610,"Centro Universitário de Ensino, Ciência e Tecnologia do Paraná (UniEnsino) - SEde",PR,4106902,Curitiba,2020,,50
Técnico,85,Técnico em Edificações,Infraestrutura,EAD,1200,t,46693,FACULDADE DE CIÊNCIAS E SAÚDE EDUFOR - CAMPUS TURU,MA,2111300,São Luís,2020,1,20
Técnico,56,Técnico em Logística,Gestão e Negócios,Educação Presencial,800,t,31592,FACULDADE PROMOVE DE SETE LAGOAS - UNIDADE SEDE - CAMPUS SETE LAGOAS,MG,3167202,Sete Lagoas,2020,0,30
Graduação,6,Enfermagem,Ambiente e Saúde,Educação Presencial,1200,t,24310,UNIVERSIDADE CIDADE DE SÃO PAULO - CAMPUS: UNIVERSIDADE CIDADE DE SÃO PAULO - UNICID - POLO NA SEDE,SP,3550308,São Paulo,2023,0,30
Técnico,378759,TÉCNICO EM PLANEJAMENTO E CONTROLE DA PRODUÇÃO,Produção Industrial,EAD,800,t,32174,UNIVERSIDADE NOVE DE JULHO - VILA PRUDENTE - CAMPUS SÃO PAULO,SP,3550308,São Paulo,2020,0,30
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46856,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE PELOTAS/RS - UNIDADE 2,RS,4314407,Pelotas,2020,3,40
Técnico,61,Técnico em Seguros,Gestão e Negócios,Educação Presencial,800,t,46818,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,SC,4207502,Indaial,2020,0,20
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46814,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI (UNIASSELVI) - Polo de Apoio Presencial de Herval d'Oeste/SC,SC,4206702,Herval d´Oeste,2020,2,60
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46798,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - UNIASSELVI - POLO DE APOIO PRESENCIAL DE CURVELO/MG,MG,3120904,Curvelo,2021,0,20
Técnico,21,Técnico em Podologia,Ambiente e Saúde,Educação Presencial,1200,t,46720,CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO - UNESC - unidade sede,ES,3201506,Colatina,2020,0,20
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46768,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE ARACATI/CE,CE,2301109,Aracati,2021,1,20
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,EAD,800,a,31489,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - Polo de Apoio Presencial de Joinville/SC - Unidade 1,SC,4209102,Joinville,2021,1,30
Técnico,23,Técnico em Radiologia,Ambiente e Saúde,Educação Presencial,1200,t,46567,FACULDADE UNIBRAS DO NORTE GOIANO (FACBRAS) - Porangatu-Setor Leste,GO,5218003,Porangatu,2020,1,50
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46451,CENTRO UNIVERSITÁRIO FAEL - UNIFAEL - CAMPUS LAPA BOQUEIRÃO,PR,4113205,Lapa,2021,0,20
Técnico,232034,Técnico em Serviços Jurídicos,Gestão e Negócios,EAD,800,t,46536,FACULDADE DE TECNOLOGIA FINACI - UNIDADE LIBERDADE,SP,3550308,São Paulo,2020,1,30
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,30451,UNIVERSIDADE PITÁGORAS UNOPAR - LONDRINA/PR - PIZA - SEDE,PR,4113700,Londrina,2020,1,20
Técnico,64,Técnico em Transações Imobiliárias,Gestão e Negócios,Educação Presencial,800,t,30451,UNIVERSIDADE PITÁGORAS UNOPAR - LONDRINA/PR - PIZA - SEDE,PR,4113700,Londrina,2020,1,60
Graduação,57,Marketing,Gestão e Negócios,Educação Presencial,800,t,24885,UNIVERSIDADE CESUMAR (UNICESUMAR) - MARINGÁ,PR,4115200,Maringá,2020,0,
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,31485,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - Polo de Apoio Presencial de Campo Grande/MS - Unidade 1,MS,5002704,Campo Grande,2020,1,10
Técnico,68,Técnico em Eventos,"Turismo, Hospitalidade e Lazer",Educação Presencial,800,t,24461,UNIVERSIDADE CRUZEIRO DO SUL - CAMPUS: UNIDADE SEDE,SP,3550308,São Paulo,2020,1,20
Técnico,13,TÉCNICO EM IMAGEM PESSOAL,Ambiente e Saúde,Educação Presencial,800,t,50155,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS - FMU - LIBERDADE - CLÍNICAS,SP,3550308,São Paulo,2020,0,30
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,a,46783,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE CAMPO BOM/RS,RS,4303905,Campo Bom,2021,2,40
Graduação,50,ADMINISTRAÇÃO,Gestão e Negócios,Educação Presencial,800,t,46610,"Centro Universitário de Ensino, Ciência e Tecnologia do Paraná (UniEnsino) - SEde",PR,4106902,Curitiba,2022,5,20
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,EAD,800,a,46824,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - UNIASSELVI - POLO DE APOIO PRESENCIAL DE ITAJUBÁ/MG,MG,3132404,Itajubá,2021,2,20
Técnico,70,Técnico em Hospedagem,"Turismo, Hospitalidade e Lazer",Educação Presencial,800,t,46451,CENTRO UNIVERSITÁRIO FAEL - UNIFAEL - CAMPUS LAPA BOQUEIRÃO,PR,4113205,Lapa,2020,0,20
Técnico,75,Técnico em Manutenção e Suporte em Informática,Informação e Comunicação,Educação Presencial,1000,t,24227,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU - CAMPUS: BLOCO B,PE,2611606,Recife,2020,0,
Técnico,21,Técnico em Podologia,Ambiente e Saúde,Educação Presencial,1200,t,50069,CENTRO UNIVERSITÁRIO INTEGRADO DE CAMPO MOURÃO - UNIDADE CAMPUS,PR,4104303,Campo Mourão,2020,1,10
Técnico,232050,Técnico em Cuidados de Idosos,Ambiente e Saúde,EAD,800,t,50025,CENTRO UNIVERSITÁRIO CEUNI - FAMETRO - UNIDADE 6 (ZONA LESTE),AM,1302603,Manaus,2020,2,10
Técnico,378759,TÉCNICO EM PLANEJAMENTO E CONTROLE DA PRODUÇÃO,Produção Industrial,EAD,800,t,24195,UNIVERSIDADE NOVE DE JULHO - CAMPUS: VILA MARIA,SP,3550308,São Paulo,2021,4,60
Técnico,85,Técnico em Edificações,Infraestrutura,EAD,1200,a,30451,UNIVERSIDADE PITÁGORAS UNOPAR - LONDRINA/PR - PIZA - SEDE,PR,4113700,Londrina,2022,0,60
Técnico,15,Técnico em Massoterapia,Ambiente e Saúde,EAD,1200,a,31645,UNIVERSIDADE DE FRANCA - POLO NA SEDE,SP,3516200,Franca,2023,1,30
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,24766,UNIVERSIDADE LUTERANA DO BRASIL - ULBRA- POLO GRAVATAÍ,RS,4309209,Gravataí,2021,1,
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,a,46871,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE SANTO ANTÔNIO DE JESUS/BA,BA,2928703,Santo Antônio de Jesus,2021,0,20
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,a,46786,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE CANELA/RS,RS,4304408,Canela,2024,0,20
Técnico,73,Técnico em Informática,Informação e Comunicação,Educação Presencial,1200,t,47098,CENTRO UNIVERSITÁRIO INTERNACIONAL UNINTER - PAP CURITIBA 05,PR,4106902,Curitiba,2020,3,30
Graduação,151,Publicidade,Produção Cultural e Design,Educação Presencial,800,t,47098,CENTRO UNIVERSITÁRIO INTERNACIONAL UNINTER - PAP CURITIBA 05,PR,4106902,Curitiba,2023,0,30
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,a,46883,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE SAPUCAIA DO SUL/RS,RS,4320008,Sapucaia do Sul,2021,2,30
Graduação,50,ADMINISTRAÇÃO,Gestão e Negócios,Educação Presencial,800,t,50142,FACULDADE MURIALDO,RS,4305108,Caxias do Sul,2022,0,40
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,EAD,800,t,46889,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE TAPES/RS,RS,4321105,Tapes,2021,0,20
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,EAD,800,t,46798,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - UNIASSELVI - POLO DE APOIO PRESENCIAL DE CURVELO/MG,MG,3120904,Curvelo,2022,1,60
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46814,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI (UNIASSELVI) - Polo de Apoio Presencial de Herval d'Oeste/SC,SC,4206702,Herval d´Oeste,2021,1,20
Técnico,2,Técnico em Análises Clínicas,Ambiente e Saúde,Educação Presencial,1200,a,24310,UNIVERSIDADE CIDADE DE SÃO PAULO - CAMPUS: UNIVERSIDADE CIDADE DE SÃO PAULO - UNICID - POLO NA SEDE,SP,3550308,São Paulo,2023,1,20
Graduação,57,Marketing,Gestão e Negócios,Educação Presencial,800,a,46842,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE MARINGÁ/PR,PR,4115200,Maringá,2020,0,20
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,a,46768,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE ARACATI/CE,CE,2301109,Aracati,2024,1,30
Graduação,57,Marketing,Gestão e Negócios,Educação Presencial,800,t,31516,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - Polo de Apoio Presencial de Balneário Camboriú/SC,SC,4202008,Balneário Camboriú,2020,1,50
Graduação,304427,DESENVOLVIMENTO DE SISTEMAS,Informação e Comunicação,EAD,1200,t,24170,CENTRO UNIVERSITÁRIO DO SUL DE MINAS - UNIS - Cidade Universitária,MG,3170701,Varginha,2022,1,20
Graduação,57,Marketing,Gestão e Negócios,Educação Presencial,800,a,46812,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE GUAÍBA/RS,RS,4309308,Guaíba,2020,0,30
Técnico,56,Técnico em Logística,Gestão e Negócios,Educação Presencial,800,t,46818,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,SC,4207502,Indaial,2020,1,20
Técnico,232034,Técnico em Serviços Jurídicos,Gestão e Negócios,EAD,800,t,47000,FACULDADE TRÊS MARIAS (FTM) - GUARABIRA I (POLO EAD),PB,2506301,Guarabira,2021,1,60
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,31485,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - Polo de Apoio Presencial de Campo Grande/MS - Unidade 1,MS,5002704,Campo Grande,2023,0,
Técnico,232034,Técnico em Serviços Jurídicos,Gestão e Negócios,EAD,800,t,50239,CENTRO UNIVERSITÁRIO DE CIÊNCIAS E EMPREENDEDORISMO -  UNIFACEMP,BA,2928703,Santo Antônio de Jesus,2022,2,10
Técnico,1,Técnico em Agente Comunitário de Saúde,Ambiente e Saúde,Educação Presencial,1200,a,50107,CLARETIANO - CENTRO UNIVERSITÁRIO - CLARETIANOBT -  SEDE BATATAIS,SP,3505906,Batatais,2023,5,20
Técnico,56,Técnico em Logística,Gestão e Negócios,Educação Presencial,800,a,46451,CENTRO UNIVERSITÁRIO FAEL - UNIFAEL - CAMPUS LAPA BOQUEIRÃO,PR,4113205,Lapa,2024,2,30
Graduação,304427,DESENVOLVIMENTO DE SISTEMAS,Informação e Comunicação,EAD,1200,a,42807,CENTRO UNIVERSITÁRIO FUNDAÇÃO SANTO ANDRÉ - CUFSA -  Santo André PRÍNCIPE DE GALES,SP,3547809,Santo André,2024,0,40
Graduação,59,Graduação em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46866,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE RIO GRANDE/RS,RS,4315602,Rio Grande,2023,0,20
Técnico,232034,Técnico em Serviços Jurídicos,Gestão e Negócios,EAD,800,a,24613,UNIVERSIDADE LUTERANA DO BRASIL - ULBRA - CAMPUS CANOAS,RS,4304606,Canoas,2023,1,20
Técnico,18,Técnico em Nutrição e Dietética,Ambiente e Saúde,Educação Presencial,1200,a,46451,CENTRO UNIVERSITÁRIO FAEL - UNIFAEL - CAMPUS LAPA BOQUEIRÃO,PR,4113205,Lapa,2023,2,20
Graduação,57,Marketing,Gestão e Negócios,Educação Presencial,800,t,31513,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - Polo de Apoio Presencial de Mairinque/SP,SP,3528403,Mairinque,2020,4,
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,a,46705,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - UNIASSELVI - POLO DE APOIO PRESENCIAL DE AÇAILÂNDIA / MA,MA,2100055,Açailândia,2023,0,10
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,EAD,800,a,46817,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - UNIASSELVI - POLO DE APOIO PRESENCIAL DE IMBITUBA/SC,SC,4207304,Imbituba,2023,1,10
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,a,46833,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE JUAZEIRO DO NORTE/CE,CE,2307304,Juazeiro do Norte,2023,1,60
Graduação,6,Enfermagem,Ambiente e Saúde,Educação Presencial,1200,a,46693,FACULDADE DE CIÊNCIAS E SAÚDE EDUFOR - CAMPUS TURU,MA,2111300,São Luís,2023,0,60
Graduação,50,ADMINISTRAÇÃO,Gestão e Negócios,Educação Presencial,800,t,46921,Centro Universitário União das Américas Descomplica - UNIAMÉRICA - Campus Centro,PR,4108304,Foz do Iguaçu,2021,,30
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,a,46836,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE LINHARES/ES,ES,3203205,Linhares,2023,0,
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,EAD,800,a,46765,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE ALVORADA/RS,RS,4300604,Alvorada,2023,0,20
